TermId;Term;P - Exact Match;R - Exact Match;F - Exact Match;P - Decision Trees;R - Decision Trees;F-Decision Trees;P-Naïve Bayes;R-Naïve Bayes;F-Naïve Bayes;P - MaxEnt;R-MaxEnt;F-MaxEnt;UMLS
7684;Kidney Tubules;0,337231969;0,0173;0,032911633;0,975294084;0,737492925;0,8398792;0,86594044;0,985508822;0,921853296;0,999561917;0,960888333;0,97968251;1
7685;Kidney Tubules, Collecting;0;0;0;0,977926047;0,965956686;0,971898737;0,955579324;0,905346754;0,929766056;0,994035551;0,916562509;0,952748932;1
7686;Kidney Tubules, Distal;0;0;0;0,965696873;0,904805997;0,934235411;0,94793488;0,926442253;0,937054669;0,999122877;0,925288067;0,960445578;1
7687;Kidney Tubules, Proximal;1;0,000101864;0,000203707;0,980114874;0,935558182;0,957311587;0,948604397;0,890565662;0,918665354;0,995389214;0,929954331;0,961139345;1
7690;Polycystic Kidney Diseases;0,779661017;0,009976144;0,019700214;0,975806932;0,831497579;0,897873756;0,767442453;0,975154216;0,858904256;0,997598019;0,842266637;0,911221141;1
7691;Medullary Sponge Kidney;0,839622642;0,440594059;0,577922078;0,973947981;0,844449087;0,904391032;0,721936689;0,992281658;0,835223578;1;0,882896341;0,934556865;1
7694;Killer Cells, Natural;0,612903226;0,0019;0,003788256;0,988543424;0,868360291;0,924544596;0,966622431;0,917895176;0,941623265;0,998588407;0,9762525;0,986985205;1
7697;Kinesics;0,6;0,004484305;0,008902077;0,978164871;0,468276249;0,632679356;0,697214761;0,984595354;0,816238009;0,992576562;0,686272275;0,803432765;1
7698;Kinesis;0,08411215;0,04109589;0,055214724;0,933327871;0,467256292;0,621006781;0,872746926;0,827577079;0,848429744;0,9975;0,74025974;0,839820251;1
7699;Kinesthesis;0,78;0,015133877;0,029691663;0,96918416;0,603837317;0,743991123;0,931554283;0,973345434;0,951944402;0,98866423;0,862594829;0,918396132;1
7706;Menkes Kinky Hair Syndrome;0,833333333;0,012437811;0,024509804;0,99285688;0,897590638;0,942697773;0,807164399;0,992848442;0,890018571;0,997932639;0,900604167;0,945765047;1
7710;Klebsiella Infections;0,841269841;0,012158752;0,023971054;0,961053804;0,73541323;0,83309539;0,810265451;0,981048353;0,887482116;0,995470092;0,848240506;0,913391687;1
7714;Klippel-Feil Syndrome;0,888625592;0,554733728;0,683060109;0,975016295;0,817635311;0,888954162;0,708999385;0,991706736;0,826680498;0,998321132;0,856749195;0,9201042;1
7718;Knee Injuries;0,714656291;0,0551;0,102311763;0,989747072;0,806535169;0,888677281;0,865128094;0,988536426;0,922721589;0,99508415;0,9083225;0,949208994;1
7721;Knowledge of Results (Psychology);0;0;0;0,964489201;0,755757507;0,847191164;0,823381151;0,978407108;0,893724111;0,994093449;0,848238704;0,913562123;1
7722;Health Knowledge, Attitudes, Practice;0;0;0;0,941069309;0,723248395;0,817811662;0,927089381;0,952966985;0,939835998;0,977541333;0,938485833;0,957198532;1
7724;Vulvar Lichen Sclerosus;0,547169811;0,091772152;0,157181572;1;0,808056596;0,892465111;0,694069071;0,9839064;0,813656502;1;0,712862903;0,825500762;1
7725;Krukenberg Tumor;0,657534247;0,419213974;0,512;0,981777765;0,930969225;0,955410045;0,766528361;0,994701864;0,865307395;0,985442014;0,899901186;0,938390577;1
7728;Kupffer Cells;0,734520124;0,659027778;0,694729136;0,974463552;0,92448317;0,948807626;0,923040543;0,870303347;0,895877359;0,991324823;0,922394676;0,955005575;1
7729;Kuru;0,605321508;0,502762431;0,549295775;0,986712823;0,70197179;0,820089057;0,70206643;0,997207875;0,823790939;0,996975965;0,814224467;0,892748199;1
7732;Kwashiorkor;0,840924541;0,528406664;0,649003148;0,99354649;0,792475214;0,881519418;0,766404711;0,979243719;0,859834206;0,999934469;0,914263074;0,954848828;1
7739;L Cells (Cell Line);0;0;0;0,886338258;0,878920559;0,882606049;0,888105615;0,970307375;0,927375001;0,996925623;0,936225268;0,965353167;1
7744;Obstetric Labor Complications;0;0;0;0,780214782;0,878401746;0,826374297;0,807630238;0,984956078;0,887516431;0,997469573;0,900701667;0,945548923;1
7752;Obstetric Labor, Premature;0;0;0;0,98156895;0,843999548;0,907593187;0,905705874;0,980309723;0,941514465;0,995157905;0,904515833;0,946310522;1
7757;Laboratory Infection;0,341880342;0,03968254;0,071111111;0,772492561;0,854496353;0,809796066;0,736528827;0,975268766;0,839185587;0,997743039;0,891786139;0,94053619;1
7758;Ear, Inner;0,705882353;0,002446483;0,004876067;0,993605586;0,676510237;0,804934474;0,863318369;0,981372681;0,918558901;0,997238327;0,850379128;0,91633522;1
7759;Labyrinth Diseases;0,941176471;0,003838772;0,007646356;0,966142195;0,677180851;0,789023925;0,777572913;0,988287932;0,870307172;0,998353885;0,825217047;0,901488347;1
7760;Labyrinth Supporting Cells;0;0;0;0,934716283;0,901922389;0,916327382;0,95719604;0,98218524;0,969204141;1;0,923461538;0,957765704;1
7761;Labyrinthine Fluids;0,44;0,024498886;0,046413502;0,993937509;0,69333336;0,816652461;0,784905883;0,99304676;0,876732874;0,999522211;0,861818353;0,923715999;1
7762;Labyrinthitis;0,541751527;0,504743833;0,52259332;0,99361503;0,779765242;0,873581803;0,746436911;0,995586086;0,852807606;0,997851852;0,831806967;0,902733696;1
7765;Lacrimal Apparatus;0,683962264;0,025967049;0,050034507;0,991164352;0,718716269;0,833190952;0,799708121;0,9820853;0,881537498;0,998102523;0,842530452;0,911538966;1
7766;Lacrimal Apparatus Diseases;1;0,000884173;0,001766784;0,992680522;0,771801982;0,868336679;0,742943796;0,989279865;0,848531572;0,988459942;0,819751996;0,894874019;1
7767;Lacrimal Duct Obstruction;0,766666667;0,022265247;0,043273754;0,993743284;0,853303287;0,918146956;0,780929193;0,995311261;0,875006302;0,997892327;0,87491965;0,931453092;1
7768;Lactalbumin;0,735806884;0,786806883;0,76045276;0,976954263;0,899210053;0,936434089;0,90741482;0,924087634;0,91564555;0,995083462;0,902223172;0,944661571;1
7775;Lactation Disorders;0,8;0,005985037;0,011881188;0,886276689;0,715070367;0,764317562;0,758834719;0,974294065;0,853104419;0,998541773;0,852690121;0,918515812;1
7782;Lactoglobulins;0,870503597;0,036755772;0,070533372;0,956746611;0,895376555;0,9250305;0,915393605;0,975702313;0,94456506;0,995798493;0,916493105;0,953992576;1
7787;Lactose Intolerance;0,836195509;0,25249302;0,387867647;0,993228357;0,724798704;0,837982781;0,76306613;0,990049644;0,86182738;0,999659864;0,843272738;0,911494938;1
7794;Lameness, Animal;1;0,000389712;0,00077912;0,987914811;0,914412879;0,949722678;0,965540968;0,970576641;0,968045528;0,993795145;0,824018873;0,898083739;1
7801;Langerhans Cells;0,692718447;0,634222222;0,662180974;0,978208857;0,918491355;0,947402919;0,954110152;0,9299158;0,941847707;0,995558283;0,935267361;0,963793244;1
7804;Language Development;0,392876712;0,115813277;0,178892216;0,969161593;0,856929265;0,909582063;0,853814451;0,995370545;0,91916366;0,996334518;0,890177963;0,939005526;1
7805;Language Development Disorders;0,75862069;0,006489676;0,01286926;0,966858322;0,894165006;0,929077755;0,943815345;0,967809559;0,955638477;0,994953147;0,888603034;0,936970372;1
7806;Language Disorders;0,427360775;0,074190836;0,126432665;0,980853352;0,768293656;0,861571971;0,902461709;0,989981698;0,944163132;0,995034462;0,880341681;0,932094774;1
7807;Language Tests;0,466666667;0,029719785;0,055880788;0,992330744;0,785598612;0,876908269;0,960083519;0,94936044;0,954671578;0,989904501;0,903251423;0,943149407;1
7815;Larva Migrans;0,434782609;0,547730829;0,484764543;0,989133684;0,715555574;0,830218238;0,721407952;0,986723398;0,833355874;0,995565517;0,759463294;0,857130812;1
7816;Larva Migrans, Visceral;0,75;0,005172414;0,010273973;0,998158258;0,841993267;0,91328889;0,720523814;1;0,837453481;0,997759992;0,880643678;0,934454486;1
7817;Laryngeal Cartilages;0,612612613;0,048536759;0,08994709;0,989690989;0,660953014;0,792464409;0,758539101;0,982701673;0,856088473;0,998922448;0,818712462;0,896226047;1
7818;Laryngeal Diseases;0,69924812;0,016790034;0,032792666;0,996762139;0,648307687;0,785490015;0,754816743;0,98557975;0,854884799;0,995086958;0,770421789;0,862769769;1
7819;Laryngeal Edema;0,408637874;0,160574413;0,230552952;0,988896285;0,641829494;0,778227932;0,707709522;0,997312925;0,827782342;0,996715563;0,756064081;0,855481518;1
7820;Laryngeal Mucosa;0,345844504;0,216442953;0,26625387;0,993821442;0,85068125;0,916442281;0,911393641;0,931943884;0,921391609;0,995376666;0,839596987;0,908612853;1
7821;Laryngeal Muscles;0,551724138;0,21724372;0,311738919;0,977710164;0,886415506;0,929785306;0,95777091;0,953256676;0,955453349;0,996426358;0,863159368;0,923271236;1
7822;Laryngeal Neoplasms;0,688311688;0,0106;0,020878472;0,78720263;0,91756276;0,847383598;0,810692377;0,966718468;0,881844809;0,999244845;0,820550833;0,8992859;1
7823;Laryngeal Nerves;0,500787402;0,121792417;0,195933457;0,987158083;0,799040343;0,883134069;0,844450211;0,988357272;0,910736226;0,997656854;0,890583334;0,938837003;1
7826;Laryngismus;1;0,001430615;0,002857143;0,988570313;0,577933147;0,728821689;0,695625567;0,991311253;0,817393915;0,997781036;0,797828847;0,884669552;1
7827;Laryngitis;0,652935118;0,228550829;0,33858478;0,723532964;0,886332112;0,796666105;0,741950381;0,976302921;0,843087099;0,998082197;0,80407618;0,88605799;1
7829;Laryngostenosis;0,871794872;0,017320428;0,033966034;0,987692685;0,812037738;0,89122931;0,785652194;0,993525973;0,87738332;0,997051126;0,798808206;0,881469035;1
7835;Lassa Fever;0,716049383;0,628726287;0,66955267;0,977711472;0,889834907;0,931650931;0,691346446;0,99845447;0,8166489;0,995;0,833596096;0,904268037;1
7837;Latency Period (Psychology);0;0;0;0,975256719;0,718597177;0,826685442;0,723084981;0,973489419;0,828964936;1;0,842877493;0,909232411;1
7839;Functional Laterality;0,096774194;0,0003;0,000598146;0,915262135;0,578131537;0,698942776;0,85046043;0,979035134;0,910214144;0,998439818;0,929078333;0,96183192;1
7842;Lathyrism;0,894736842;0,340801887;0,493595218;0,985504752;0,591447994;0,738977494;0,746582654;0,964536801;0,841559297;0,999679487;0,905707983;0,949239421;1
7845;Laughter;0,713592233;0,454170958;0,555066079;0,999596774;0,704525752;0,826049096;0,703952888;0,978478713;0,818733284;0,99354745;0,733744547;0,84267131;1
7849;Laurence-Moon Syndrome;0,75;0,022304833;0,0433213;0,980008735;0,824832322;0,895595416;0,722576454;0,979388723;0,831386001;1;0,92612765;0,959711945;1
7855;Lead Poisoning;0,954189271;0,33113691;0,491653079;0,988489829;0,867297007;0,923921207;0,814904324;0,987437632;0,892908174;0,998735509;0,897001036;0,944350218;1
7857;Leadership;0,570182794;0,34;0,425985091;0,865225112;0,808058539;0,835656035;0,806841049;0,995197295;0,891166869;0,994108446;0,803375833;0,884919743;1
7858;Learning;0,081569158;0,4824;0,139542956;0,774679982;0,912791099;0,837876778;0,817620132;0,984704245;0,893405433;0,997277124;0,891746667;0,940502165;1
7859;Learning Disorders;0,651356994;0,0312;0,059547667;0,972839242;0,82623548;0,893558668;0,823719356;0,976842601;0,893753853;0,993644851;0,864776667;0,922747223;1
7863;Lecithin Acyltransferase Deficiency;0;0;0;0,980163801;0,896957926;0,936522869;0,967207001;0,931723651;0,948546759;0,998387097;0,907956989;0,949738737;1
7867;Leg Bones;0,032894737;0,016286645;0,021786492;0,965616649;0,77076851;0,85638132;0,864001929;0,877601202;0,870122897;0,963427411;0,617419355;0,744039982;1
7868;Leg Dermatoses;1;0,001232286;0,002461538;0,971790566;0,667957684;0,791496982;0,720196213;0,990028012;0,833730804;0,996459164;0,823321467;0,900299361;1
7869;Leg Injuries;0,681818182;0,008455468;0,016703786;0,984961211;0,600385642;0,745893077;0,783455492;0,979963835;0,870730426;0,994552037;0,842240634;0,909770168;1
7870;Leg Length Inequality;0,751592357;0,053442029;0,099788584;0,966523052;0,767539431;0,85547662;0,814668428;0,994076703;0,895289257;0,991161491;0,885457601;0,933910796;1
7871;Leg Ulcer;0,843360996;0,122661436;0,214172813;0,828633724;0,827954849;0,810850169;0,774848134;0,983799584;0,866901655;0,997601387;0,820482298;0,896648658;1
7873;Legg-Perthes Disease;0,694444444;0,075815011;0,1367054;0,976599577;0,941580492;0,958716833;0,835439288;0,993886152;0,907455473;0,996109524;0,91384904;0,952283046;1
7876;Legionellosis;0,339541547;0,368584759;0,353467562;0,979570332;0,898321395;0,93697066;0,863334675;0,984930396;0,919914955;0,995287253;0,857052885;0,920319888;1
7877;Legionnaires' Disease;0,936936937;0,427983539;0,587570621;1;0,911846455;0,95388095;0,771635186;0,993929658;0,868721931;0,997351872;0,888103811;0,938663045;1
7888;Leigh Disease;0,79047619;0,130298273;0,223719677;0,989179477;0,919114687;0,952793979;0,931312157;0,983611041;0,95660776;0,997230094;0,908738426;0,949223151;1
7890;Leiomyosarcoma;0,84846721;0,657495114;0,740872512;0,985322163;0,833147262;0,902830589;0,784974359;0,972131875;0,868566623;0,990787033;0,884707303;0,933241427;1
7897;Leishmaniasis, Mucocutaneous;0,5;0,003134796;0,00623053;0,994056696;0,920046528;0,955567606;0,756516293;0,995134186;0,859507497;0,998212924;0,785872807;0,875552861;1
7898;Leishmaniasis, Visceral;0,87037037;0,008271735;0,016387727;0,99955567;0,936067625;0,966765046;0,899929104;0,995516263;0,945293939;0,996520018;0,833671347;0,9054554;1
7903;Lens Capsule, Crystalline;0;0;0;0,990015869;0,942730245;0,965783054;0,987187513;0,969578034;0,978290027;0,997701282;0,890878041;0,940659319;1
7904;Lens Cortex, Crystalline;0;0;0;0,988244911;0,954283488;0,970909661;0,91198687;0,954777751;0,932835621;0,997727273;0,921641414;0,956577215;1
7905;Lens Diseases;0,666666667;0,00330033;0,006568144;0,996168313;0,876608012;0,932456353;0,788908415;0,984623596;0,875179716;0,997514524;0,855362477;0,919253083;1
7906;Lens Subluxation;0,552238806;0,086651054;0,149797571;0,990003409;0,873888409;0,928254673;0,74241429;0,994099558;0,849939006;0,997095948;0,83369357;0,906144442;1
7907;Lens Nucleus, Crystalline;0;0;0;0,983034218;0,964323586;0,973515097;0,947166971;0,971833825;0,959246397;0,996467633;0,892838041;0,936514298;1
7908;Lens, Crystalline;0,666666667;0,0006;0,001198921;0,989570968;0,82210339;0,89809244;0,845467638;0,990212402;0,912120938;0,999857493;0,950465;0,973706808;1
7911;Lentigo;0,304347826;0,22406181;0,258105531;0,980855423;0,678901766;0,802114682;0,725348873;0,993542269;0,838457912;0,99706617;0,852099512;0,917139212;1
7922;Leptospirosis;0,91133799;0,667322447;0,770471323;0,999393879;0,853856965;0,920894372;0,791129813;0,988500699;0,878843596;0,997638931;0,804977467;0,8899654;1
7925;Leriche Syndrome;0,775862069;0,236220472;0,362173038;0,995805327;0,678049912;0,806365816;0,71516999;0,990595809;0,830429844;0,99375;0,85302969;0,916281109;1
7938;Leukemia;0,065429987;0,4476;0,114170567;0,984517703;0,680074096;0,804427954;0,831952354;0,970768271;0,896000951;0,99897789;0,9383975;0,966279644;1
7939;Leukemia L1210;0,943965517;0,094641314;0,172034564;0,9312184;0,822821979;0,873650281;0,904614389;0,982549632;0,941967632;0,998942029;0,959807663;0,97824674;1
7940;Leukemia L5178;0;0;0;0,920679977;0,890385124;0,904021296;0,907980852;0,934571047;0,920843494;0,996439966;0,946850916;0,969831282;1
7941;Leukemia P388;0,836734694;0,071081831;0,131032279;0,93388263;0,865202903;0,898046779;0,939063403;0,972055555;0,955270588;0,996786379;0,939313451;0,966905948;1
7942;Leukemia, Experimental;0,2;0,0002;0,0003996;0,900590421;0,772674551;0,831576231;0,879164884;0,990352916;0,931448658;0,999754715;0,965960833;0,982372585;1
7943;Leukemia, Hairy Cell;0,779220779;0,021691974;0,042208934;0,989868074;0,890228964;0,937377391;0,889113238;0,986487276;0,935207744;0,997937734;0,934871041;0,964422706;1
7945;Leukemia, Lymphoid;0;0;0;0,990870011;0,733302603;0,842841565;0,841838672;0,981278364;0,906219929;0,999783415;0,959075833;0,978867281;1
7946;Leukemia, Mast-Cell;0;0;0;0,982049265;0,936027602;0,957956247;0,91120456;0,983328367;0,945332822;0,991153846;0,870151515;0,923952294;1
7947;Leukemia, Megakaryoblastic, Acute;0;0;0;0,986509824;0,890015639;0,935733266;0,916671986;0,972717314;0,94379283;0,9950162;0,886861472;0,93521815;1
7948;Leukemia, Monocytic, Acute;0;0;0;0,986244701;0,828403346;0,900428697;0,797781707;0,979648047;0,879380543;0,997058532;0,912018707;0,95193361;1
7951;Leukemia, Myeloid;0,222222222;0,0004;0,000798563;0,826219105;0,877628018;0,841400707;0,837090452;0,979833382;0,902844858;0,998712425;0,946528333;0,971041077;1
7952;Leukemia, Plasma Cell;0,75;0,012875536;0,025316456;0,973092527;0,884002828;0,926364681;0,76286904;0,98520888;0,859504385;0,997963054;0,889781919;0,938129434;1
7953;Leukemia, Radiation-Induced;1;0,000392927;0,000785546;0,973238493;0,744575431;0,843600659;0,78168474;0,990808509;0,873842961;0,998225955;0,912860661;0,952559118;1
7955;Leukemoid Reaction;0,732804233;0,478411054;0,578892372;0,996546804;0,746879687;0,853701302;0,715401322;0,983332627;0,828091483;0,998625283;0,847009881;0,915167836;1
7963;Leukocytes, Mononuclear;0,166666667;0,0004;0,000798085;0,917998303;0,902155389;0,909834587;0,942208604;0,905477816;0,923473434;0,987892797;0,960216667;0,973263404;1
7965;Leukodystrophy, Globoid Cell;1;0,020989505;0,041116006;0,986741997;0,820871747;0,896005589;0,890727036;0,982678267;0,933983405;0,998385176;0,883647218;0,936131997;1
7966;Leukodystrophy, Metachromatic;0,95;0,040425532;0,07755102;0,984941651;0,794348166;0,879180706;0,790583956;0,994362754;0,880679718;0,997820501;0,913893617;0,953344082;1
7968;Leukoencephalopathy, Progressive Multifocal;1;0,026709402;0,052029136;0,975734542;0,811676851;0,885916688;0,829085547;0,993070528;0,903582015;0,992388523;0,852799288;0,915609421;1
7969;Leukomalacia, Periventricular;0,666666667;0,011952191;0,023483366;0,967281948;0,932167131;0,949359524;0,959126857;0,951211861;0,955107779;0,993827653;0,880349835;0,932397126;1
7970;Leukopenia;0,369164157;0,289960077;0,324803313;0,754303641;0,775790767;0,757937581;0,829924193;0,951798038;0,88668217;0,994851531;0,865548053;0,924489055;1
7971;Leukoplakia;0,228444444;0,382440476;0,286032276;0,961518128;0,596157224;0,735751156;0,744344543;0,950262079;0,834712045;0,99849035;0,852175124;0,917034664;1
7972;Leukoplakia, Oral;0,735294118;0,01;0,01973165;0,982206036;0,851669149;0,912242833;0,803188999;0,995332942;0,888879172;0,997399396;0,86972381;0,928167156;1
7973;Leukorrhea;0,829850746;0,308203991;0,449474535;0,982264208;0,652664339;0,783919783;0,760768203;0,970050898;0,852576441;0,99897566;0,929021368;0,962156363;1
7979;Levocardia;0,388888889;0,392523364;0,390697674;0,945108;0,740069236;0,829424032;0,761163681;0,983355263;0,856565074;1;0,815909091;0,895440071;1
7984;Leydig Cell Tumor;0,812977099;0,26426799;0,398876404;0,989319097;0,87711433;0,92974933;0,848199402;0,986662204;0,912117835;0,997583114;0,911936521;0,951703598;1
7985;Leydig Cells;0,725172184;0,593131019;0,652538984;0,994006139;0,895347232;0,942083621;0,949740933;0,939224846;0,944436414;0,998029282;0,928269111;0,961481468;1
8010;Lichen Planus;0,740292807;0,568009768;0,642807793;0,981950082;0,862109686;0,91811026;0,767021192;0,990143532;0,864406152;0,997492399;0,815494006;0,895448782;1
8014;Lie Detection;0,652173913;0,073710074;0,132450331;0,959579979;0,618758001;0,749909615;0,72109608;0,997052894;0,836678771;1;0,77554878;0,868766879;1
8016;Life Change Events;0,903225806;0,0056;0,011130988;0,956079268;0,726544181;0,825648429;0,889177324;0,989339038;0,936574142;0,991207059;0,920075;0,953835404;1
8019;Life Style;0,356643357;0,0561;0,096949797;0,72622843;0,884553511;0,78780399;0,797731264;0,982030411;0,880319856;0,997060874;0,9011025;0,945941012;1
8022;Ligaments;0,162478621;0,223650851;0,188219157;0,998596938;0,679717422;0,808827644;0,826995624;0,973645966;0,894323709;0,99328778;0,83595629;0,904409941;1
8023;Ligaments, Articular;0,375;0,000327761;0,00065495;0,990933455;0,833542807;0,905428848;0,915268603;0,990946156;0,951596515;0,992681349;0,913254417;0,950938882;1
8039;Linitis Plastica;0,600706714;0,787037037;0,681362725;0,968323974;0,921152142;0,943965695;0,696918406;0,998684211;0,820097244;0,983093434;0,806926407;0,880953386;1
8047;Lip Diseases;0,5;0,001501502;0,002994012;0,960514504;0,793929687;0,869244278;0,704818415;0,984008492;0,82126069;0,996954832;0,794761778;0,88063274;1
8048;Lip Neoplasms;0,941176471;0,005233889;0,010409889;0,960736699;0,715029139;0,819750515;0,746921472;0,984894393;0,849535381;0,995479223;0,844199744;0,911694084;1
8052;Lipid Metabolism, Inborn Errors;0;0;0;0,729519298;0,854435583;0,777714942;0,75526764;0,981125414;0,853468129;0,998039366;0,918445914;0,956228668;1
8059;Mucopolysaccharidosis I;0,908396947;0,094220111;0,170731707;1;0,857284622;0,923108462;0,776370889;0,982262865;0,867167632;0,998948827;0,851592276;0,918211187;1
8060;Lipodystrophy;0,755031627;0,546173045;0,633840212;0,992053312;0,672307384;0,801366525;0,735354225;0,98810651;0,843134046;0,996470194;0,833143697;0,90636138;1
8061;Whipple Disease;0,946969697;0,082781457;0,15225335;0,993850731;0,810372985;0,892703004;0,723733664;0,987625492;0,835245809;0,99792986;0,854747241;0,918753573;1
8064;Lipidoses;0,573643411;0,019855111;0,038381743;0,742412662;0,893588451;0,810951021;0,791794446;0,944876309;0,861554406;0,999678508;0,870012818;0,928878807;1
8065;Lipoid Proteinosis of Urbach and Wiethe;1;0,004098361;0,008163265;1;0,927155029;0,962101424;0,692929656;0,979093995;0,810855256;0,997916667;0,8605;0,921003561;1
8067;Lipoma;0,832337714;0,454002389;0,587532504;0,972690576;0,649024923;0,771791625;0,792375524;0,985160878;0,878300953;0,990504717;0,835065108;0,904263082;1
8068;Lipomatosis;0,667837079;0,59962169;0,631893688;0,986476956;0,708488466;0,82449503;0,706233734;0,980435736;0,820976949;0,98809733;0,829981729;0,900135927;1
8069;Lipomatosis, Multiple Symmetrical;1;0,009868421;0,019543974;0,997977941;0,942724903;0,969499318;0,734121228;0,995335593;0,844513327;0,988988095;0,827634409;0,897230636;1
8072;Hyperlipoproteinemia Type I;0,647058824;0,038194444;0,072131148;0,976465232;0,806578067;0,883160852;0,898893467;0,925879254;0,910684851;1;0,848928571;0,915956881;1
8080;Liposarcoma;0,715204236;0,635416667;0,672953737;0,978219221;0,838472183;0,902960754;0,754642008;0,971802945;0,849437816;0,991183479;0,858720126;0,918973489;1
8088;Listeria Infections;0,927272727;0,018365142;0,036016949;0,991897772;0,886099396;0,935990578;0,84144989;0,988642497;0,909114672;0,997502175;0,887768962;0,938338254;1
8100;Liver Abscess;0,458891706;0,347790283;0,395690194;0,984826645;0,823757493;0,897107542;0,743683832;0,982233397;0,846457206;0,996344445;0,866888071;0,925990907;1
8101;Liver Abscess, Amebic;1;0,003607504;0,007189073;0,979192472;0,832225029;0,899358529;0,764919388;0,992803857;0,864056365;0,99929328;0,860251954;0,922166612;1
8103;Liver Cirrhosis;0,247574272;0,2475;0,247537131;0,978326151;0,802209393;0,881509121;0,840085261;0,983178443;0,905994744;0,998260033;0,931926667;0,962685614;1
8104;Liver Cirrhosis, Alcoholic;0,555555556;0,000897022;0,001791152;0,970514208;0,873055841;0,91919709;0,901622158;0,966157928;0,932752747;0,996968388;0,882646195;0,934821223;1
8105;Liver Cirrhosis, Biliary;0;0;0;0,978472719;0,897370946;0,936128197;0,915284748;0,982259052;0,947555046;0,995340062;0,916097344;0,953548165;1
8106;Liver Cirrhosis, Experimental;0,666666667;0,001273885;0,002542912;0,971341135;0,955942309;0,963569402;0,943043709;0,957619315;0,950261253;0,995001465;0,928670458;0,960241448;1
8107;Liver Diseases;0,176850323;0,1178;0,141408079;0,970164898;0,758755306;0,851513675;0,808656993;0,972896649;0,883192013;0,998587182;0,912383333;0,952197481;1
8108;Liver Diseases, Alcoholic;0,25;0,000819672;0,001633987;0,969275461;0,934461331;0,95152295;0,950877738;0,936250939;0,943491315;0,993715972;0,900291569;0,944143542;1
8109;Liver Diseases, Parasitic;0;0;0;0,965388794;0,694240008;0,807515473;0,753189675;0,987985853;0,854693409;0,997995349;0,803772781;0,888924431;1
8113;Liver Neoplasms;0,262962963;0,0071;0,01382668;0,974530025;0,766897855;0,858324542;0,835553916;0,97816411;0,901246142;0,998197202;0,928106667;0,961391317;1
8114;Liver Neoplasms, Experimental;0;0;0;0,967709993;0,858150134;0,909618787;0,931833238;0,923232048;0,927508955;0,99887898;0,979748333;0,988889815;1
8118;Loiasis;0,720207254;0,354591837;0,475213675;0,998130841;0,846149249;0,915735298;0,744777463;0,997037037;0,852239784;1;0,848461538;0,915378895;1
8125;Locus Coeruleus;0,61311054;0,726211621;0,664885585;0,970288112;0,919613202;0,944146492;0,962406039;0,951455431;0,956892868;0,996236308;0,932552443;0,962882013;1
8133;Long QT Syndrome;0,898702903;0,345934379;0,499570815;0,973099444;0,867435906;0,917174564;0,966578209;0,963131911;0,964839577;0,993983577;0,847145066;0,914014742;1
8138;Loop of Henle;0,459428571;0,222345133;0,299664555;0,969688511;0,873956749;0,91927915;0,955089255;0,894089093;0,923528303;0,999754902;0,928595969;0,961796201;1
8144;Loudness Perception;0,746666667;0,026082906;0,050405041;0,993662128;0,84074595;0,910807526;0,980425746;0,960011975;0,970074334;0,993477241;0,914316686;0,951282231;1
8149;Love;0,358877086;0,421380846;0,387625487;0,94415031;0,620009144;0,737729351;0,748692217;0,99372356;0,853961016;0,992471496;0,799668367;0,884401886;1
8158;Ludwig's Angina;0,921465969;0,666666667;0,773626374;0,969153111;0,856686037;0,908586861;0,694298756;0,996504896;0,818084415;1;0,881267806;0,934503074;1
8159;Lumbar Vertebrae;0,275191105;0,0396;0,069236821;0,993972052;0,69586009;0,818604073;0,824574534;0,988729541;0,899212731;0,996888879;0,938741667;0,96643606;1
8161;Lumbosacral Region;0,393518519;0,021527162;0,040821227;0,98802007;0,767673755;0,864010178;0,85710094;0,967125108;0,908782028;0,994389928;0,823706632;0,899284706;1
8169;Lung Abscess;0,72310757;0,19787408;0,310721164;0,972125412;0,690999177;0,807740467;0,758224609;0,971368884;0,851646653;0,999353672;0,841939885;0,912237384;1
8171;Lung Diseases;0,144612684;0,0659;0,090540633;0,973547926;0,715458291;0,824766691;0,794357907;0,971515422;0,874035388;0,998659506;0,889414167;0,939705703;1
8172;Lung Diseases, Fungal;0;0;0;0,975445342;0,725778762;0,832288377;0,783746987;0,989441679;0,87465353;0,996280565;0,858987405;0,919816529;1
8173;Lung Diseases, Obstructive;0;0;0;0,961865319;0,726048275;0,827315458;0,829962245;0,981718144;0,899478977;0,998525105;0,937981667;0,966752554;1
8174;Lung Diseases, Parasitic;0;0;0;0,950292811;0,686148028;0,796754329;0,736910382;0,984047226;0,842642304;0,997763411;0,852057514;0,918167672;1
8175;Lung Neoplasms;0,278745645;0,008;0,015553611;0,938818229;0,782011106;0,853253469;0,822731697;0,972358747;0,891301081;0,998501913;0,912735;0,952981979;1
8177;Lupus Vulgaris;0,906921241;0,269694819;0,415754923;0,992052261;0,796743993;0,883654652;0,754695458;0,958795209;0,844513359;0,996419912;0,840122796;0,910439109;1
8178;Lupus Erythematosus, Cutaneous;0,363636364;0,007017544;0,013769363;0,988743134;0,942630437;0,965120299;0,891886257;0,997955901;0,941895652;0,997213242;0,84834386;0,911254578;1
8179;Lupus Erythematosus, Discoid;0,633333333;0,008425721;0,016630197;0,988786716;0,851035296;0,914689206;0,757918864;0,988556561;0,857904672;0,997642575;0,891334527;0,939750496;1
